productId|price|saleEvent|rivalName|fetchTS
26315476|1964.48|Special|ShopYourWay.com|2017-05-11 15:54:04
37226432|1296.72|Regular|VistaCart.com|2017-05-11 16:02:01
37226432|1296.72|Regular|ShopYourWay.com|2017-05-11 15:55:44
26315478|3965.05|Regular|VistaCart.com|2017-05-11 15:54:19
26315478|3926.93|Regular|ShopYourWay.com|2017-05-11 15:56:23
26315478|4117.55|Special|MarketPlace.com|2017-05-11 15:55:22
81652365|3367.16|Special|VistaCart.com|2017-05-11 15:40:15
81652365|3335.69|Daily|ShopYourWay.com|2017-05-11 16:07:24
52874418|558.61|Special|VistaCart.com|2017-05-11 16:07:05
52874418|553.19|Sale|ShopYourWay.com|2017-05-11 16:10:46
52874418|520.65|Regular|MarketPlace.com|2017-05-11 15:36:16
28486566|1115.89|Regular|VistaCart.com|2017-05-11 15:53:43
28486566|1161.43|Daily|ShopYourWay.com|2017-05-11 15:55:55
28486566|1206.98|Regular|MarketPlace.com|2017-05-11 15:44:11
32385038|2557.13|Sale|VistaCart.com|2017-05-11 15:44:43
32385038|2636.22|Regular|ShopYourWay.com|2017-05-11 15:48:01
32385038|2899.84|Sale|MarketPlace.com|2017-05-11 16:11:33
17321262|3257.82|Daily|VistaCart.com|2017-05-11 15:42:19
72341783|3467.28|Regular|VistaCart.com|2017-05-11 15:49:18
18532263|2399.93|Special|VistaCart.com|2017-05-11 16:11:36
72213466|2680.51|Daily|VistaCart.com|2017-05-11 15:50:53
72213466|2680.51|Daily|ShopYourWay.com|2017-05-11 16:03:22
13512677|4371.18|Sale|VistaCart.com|2017-05-11 16:10:14
13512677|4371.18|Regular|ShopYourWay.com|2017-05-11 15:39:42
88168045|2133.60|Sale|VistaCart.com|2017-05-11 15:36:20
76072348|902.72|Special|VistaCart.com|2017-05-11 15:56:52
76072348|859.32|Daily|ShopYourWay.com|2017-05-11 16:10:15
67365051|128.58|Daily|VistaCart.com|2017-05-11 15:39:37
83844064|2158.64|Regular|VistaCart.com|2017-05-11 15:56:56
83844064|2265.51|Sale|ShopYourWay.com|2017-05-11 15:55:00
13841017|4666.31|Regular|VistaCart.com|2017-05-11 16:02:04
13841017|5132.94|Daily|ShopYourWay.com|2017-05-11 16:07:19
55113807|1959.39|Special|VistaCart.com|2017-05-11 16:00:11
55113807|1998.58|Daily|ShopYourWay.com|2017-05-11 16:03:27
55648872|3260.29|Regular|VistaCart.com|2017-05-11 16:09:44
55648872|3018.79|Regular|ShopYourWay.com|2017-05-11 15:45:08
82255180|4658.46|Daily|VistaCart.com|2017-05-11 15:41:10
21120383|672.11|Special|VistaCart.com|2017-05-11 15:41:31
21120383|665.46|Regular|ShopYourWay.com|2017-05-11 15:38:24
21120383|658.81|Daily|MarketPlace.com|2017-05-11 15:54:25
48770636|3603.88|Regular|VistaCart.com|2017-05-11 16:05:25
48770636|3403.67|Sale|ShopYourWay.com|2017-05-11 15:57:50
48770636|3336.93|Regular|MarketPlace.com|2017-05-11 16:01:31
45570667|4278.74|Daily|VistaCart.com|2017-05-11 15:41:19
45570667|4031.89|Regular|ShopYourWay.com|2017-05-11 15:42:07
45570667|4443.30|Daily|MarketPlace.com|2017-05-11 15:35:34
20884547|2352.87|Sale|VistaCart.com|2017-05-11 15:56:26
20884547|2258.76|Regular|ShopYourWay.com|2017-05-11 15:55:59
20884547|2305.81|Regular|MarketPlace.com|2017-05-11 16:01:29
10624527|645.54|Sale|VistaCart.com|2017-05-11 16:09:51
43284041|4231.33|Daily|VistaCart.com|2017-05-11 15:38:52
43284041|3881.95|Regular|ShopYourWay.com|2017-05-11 15:37:46
63328722|1059.66|Regular|VistaCart.com|2017-05-11 16:06:45
60278444|2406.12|Daily|VistaCart.com|2017-05-11 16:05:20
60278444|2290.44|Special|ShopYourWay.com|2017-05-11 16:03:33
60278444|2452.39|Regular|MarketPlace.com|2017-05-11 15:47:14
53502747|656.53|Sale|VistaCart.com|2017-05-11 16:08:15
33573368|307.15|Special|VistaCart.com|2017-05-11 16:10:46
76372214|1554.13|Daily|VistaCart.com|2017-05-11 15:47:11
76372214|1509.72|Daily|ShopYourWay.com|2017-05-11 15:49:56
76372214|1465.32|Regular|MarketPlace.com|2017-05-11 16:11:33
76372214|1568.93|Sale|RealValue|2017-05-11 16:01:01
76372214|1480.12|Sale|Gypsy|2017-05-11 16:02:00
14103458|892.09|Regular|VistaCart.com|2017-05-11 15:58:42
14103458|840.62|Special|ShopYourWay.com|2017-05-11 16:03:18
41066064|4582.21|Special|VistaCart.com|2017-05-11 15:51:46
41066064|4582.21|Regular|ShopYourWay.com|2017-05-11 15:39:07
48857021|1297.98|Regular|VistaCart.com|2017-05-11 15:43:04
48857021|1361.61|Regular|ShopYourWay.com|2017-05-11 16:07:23
48857021|1348.88|Special|MarketPlace.com|2017-05-11 15:56:17
33458337|3024.71|Regular|VistaCart.com|2017-05-11 15:54:55
53136884|1171.13|Daily|VistaCart.com|2017-05-11 16:10:59
53136884|1171.13|Regular|ShopYourWay.com|2017-05-11 15:43:41
35778305|1793.11|Sale|VistaCart.com|2017-05-11 15:45:21
35778305|1843.85|Daily|ShopYourWay.com|2017-05-11 15:44:25
37742015|795.25|Regular|VistaCart.com|2017-05-11 16:06:30
37742015|795.25|Regular|ShopYourWay.com|2017-05-11 15:55:26
52140256|740.50|Regular|VistaCart.com|2017-05-11 15:44:21
52140256|747.36|Sale|ShopYourWay.com|2017-05-11 15:36:44
62015723|1703.55|Regular|VistaCart.com|2017-05-11 15:59:25
62015723|1669.81|Daily|ShopYourWay.com|2017-05-11 15:45:02
62015723|1804.75|Daily|MarketPlace.com|2017-05-11 15:45:44
68511548|550.72|Special|VistaCart.com|2017-05-11 16:05:26
68511548|545.32|Daily|ShopYourWay.com|2017-05-11 15:42:03
68511548|556.12|Special|MarketPlace.com|2017-05-11 16:12:08
74201118|286.58|Special|VistaCart.com|2017-05-11 15:50:51
74201118|301.51|Sale|ShopYourWay.com|2017-05-11 15:42:28
74201118|304.49|Regular|MarketPlace.com|2017-05-11 16:02:18
30381867|3790.68|Regular|VistaCart.com|2017-05-11 15:48:56
30381867|3790.68|Sale|ShopYourWay.com|2017-05-11 15:47:21
78772831|4069.05|Regular|VistaCart.com|2017-05-11 16:00:45
78772831|4525.78|Regular|ShopYourWay.com|2017-05-11 15:54:30
42213836|4658.85|Special|VistaCart.com|2017-05-11 15:52:48
42213836|4614.05|Daily|ShopYourWay.com|2017-05-11 15:39:20
42213836|4658.85|Daily|MarketPlace.com|2017-05-11 15:47:17
54876716|4534.55|Regular|VistaCart.com|2017-05-11 15:53:08
12301613|835.28|Special|VistaCart.com|2017-05-11 16:11:36
22776374|871.19|Regular|VistaCart.com|2017-05-11 15:53:55
22776374|822.79|Regular|ShopYourWay.com|2017-05-11 15:45:55
22776374|846.99|Regular|MarketPlace.com|2017-05-11 16:10:14
22776374|814.73|Regular|RealValue|2017-05-11 15:40:24
87158874|4830.53|Regular|VistaCart.com|2017-05-11 15:49:46
87158874|4784.08|Regular|ShopYourWay.com|2017-05-11 16:11:39
87158874|4691.19|Regular|MarketPlace.com|2017-05-11 16:11:25
87158874|4551.85|Daily|RealValue|2017-05-11 16:09:35
33318033|1594.49|Special|VistaCart.com|2017-05-11 15:58:37
11182751|822.72|Sale|VistaCart.com|2017-05-11 16:06:26
11182751|761.78|Regular|ShopYourWay.com|2017-05-11 16:09:39
11182751|830.34|Sale|MarketPlace.com|2017-05-11 15:40:30
11182751|738.93|Daily|RealValue|2017-05-11 15:37:38
11182751|746.54|Sale|Gypsy|2017-05-11 16:10:25
14585484|1608.22|Sale|VistaCart.com|2017-05-11 16:08:21
14585484|1459.31|Regular|ShopYourWay.com|2017-05-11 16:07:58
44081135|1647.94|Regular|VistaCart.com|2017-05-11 15:59:10
44081135|1663.20|Daily|ShopYourWay.com|2017-05-11 15:40:12
44081135|1541.13|Regular|MarketPlace.com|2017-05-11 15:44:23
88511284|3113.70|Sale|VistaCart.com|2017-05-11 15:45:19
88511284|3081.92|Daily|ShopYourWay.com|2017-05-11 16:01:42
20350837|4456.85|Special|VistaCart.com|2017-05-11 15:51:32
20350837|4874.68|Special|ShopYourWay.com|2017-05-11 15:49:27
50314762|2325.40|Special|VistaCart.com|2017-05-11 15:46:58
50314762|2347.13|Special|ShopYourWay.com|2017-05-11 15:55:30
50314762|2238.47|Regular|MarketPlace.com|2017-05-11 15:42:02
77457500|3155.15|Daily|VistaCart.com|2017-05-11 15:44:45
77457500|3218.25|Regular|ShopYourWay.com|2017-05-11 16:09:55
87032814|4136.78|Sale|VistaCart.com|2017-05-11 15:53:26
87032814|4057.22|Daily|ShopYourWay.com|2017-05-11 16:04:52
37603032|4856.94|Regular|VistaCart.com|2017-05-11 15:57:03
37603032|5104.74|Daily|ShopYourWay.com|2017-05-11 16:10:32
60243743|3428.05|Sale|VistaCart.com|2017-05-11 16:03:14
60243743|3334.56|Special|ShopYourWay.com|2017-05-11 15:52:22
60243743|3241.07|Daily|MarketPlace.com|2017-05-11 15:39:29
82063120|5404.89|Special|VistaCart.com|2017-05-11 15:59:24
82063120|4815.27|Sale|ShopYourWay.com|2017-05-11 15:53:55
82063120|4717.00|Daily|MarketPlace.com|2017-05-11 16:00:45
17814462|307.87|Regular|VistaCart.com|2017-05-11 16:07:08
36622383|4635.28|Daily|VistaCart.com|2017-05-11 16:04:09
36622383|4458.70|Regular|ShopYourWay.com|2017-05-11 15:36:16
36622383|4237.97|Sale|MarketPlace.com|2017-05-11 15:38:25
16435462|3754.97|Daily|VistaCart.com|2017-05-11 15:45:21
31620582|3428.75|Regular|VistaCart.com|2017-05-11 16:04:36
31620582|3428.75|Daily|ShopYourWay.com|2017-05-11 15:39:48
31620582|3460.80|Daily|MarketPlace.com|2017-05-11 15:50:17
31620582|3332.62|Regular|RealValue|2017-05-11 15:41:32
31620582|3140.35|Regular|Gypsy|2017-05-11 15:52:04
36202615|4955.22|Special|VistaCart.com|2017-05-11 15:59:49
36202615|4538.43|Regular|ShopYourWay.com|2017-05-11 16:02:03
36202615|4769.98|Sale|MarketPlace.com|2017-05-11 15:55:21
53173813|2404.77|Regular|VistaCart.com|2017-05-11 16:10:33
53173813|2251.73|Regular|ShopYourWay.com|2017-05-11 16:12:05
53173813|2404.77|Sale|MarketPlace.com|2017-05-11 16:06:45
53173813|2142.43|Daily|RealValue|2017-05-11 16:07:13
46111164|295.91|Daily|VistaCart.com|2017-05-11 15:59:21
30708413|2717.29|Regular|VistaCart.com|2017-05-11 15:42:17
30708413|2544.37|Regular|ShopYourWay.com|2017-05-11 15:49:34
55016636|3661.90|Special|VistaCart.com|2017-05-11 15:45:22
55016636|3695.49|Sale|ShopYourWay.com|2017-05-11 16:11:36
70068412|4573.17|Regular|VistaCart.com|2017-05-11 15:50:40
70068412|4666.50|Regular|ShopYourWay.com|2017-05-11 15:59:19
70068412|4806.50|Daily|MarketPlace.com|2017-05-11 15:44:23
70068412|4713.17|Daily|RealValue|2017-05-11 15:53:20
70068412|4946.49|Regular|Gypsy|2017-05-11 15:42:22
70458357|673.69|Regular|VistaCart.com|2017-05-11 16:03:25
70458357|646.74|Daily|ShopYourWay.com|2017-05-11 15:38:22
70458357|673.69|Daily|MarketPlace.com|2017-05-11 16:09:18
70458357|734.32|Regular|RealValue|2017-05-11 15:40:05
18673860|3729.38|Regular|VistaCart.com|2017-05-11 15:49:09
74808343|1164.51|Regular|VistaCart.com|2017-05-11 15:53:36
74808343|1175.29|Regular|ShopYourWay.com|2017-05-11 15:52:54
74808343|1132.16|Special|MarketPlace.com|2017-05-11 15:56:04
74808343|1067.47|Daily|RealValue|2017-05-11 15:44:10
74808343|1175.29|Regular|Gypsy|2017-05-11 15:58:47
80224334|1848.77|Regular|VistaCart.com|2017-05-11 15:41:26
80224334|1883.65|Regular|ShopYourWay.com|2017-05-11 15:44:21
76035366|196.85|Sale|VistaCart.com|2017-05-11 15:44:22
12614857|799.10|Regular|VistaCart.com|2017-05-11 15:43:05
12614857|881.48|Special|ShopYourWay.com|2017-05-11 16:09:50
12614857|906.19|Daily|MarketPlace.com|2017-05-11 15:59:55
73371404|4451.37|Sale|VistaCart.com|2017-05-11 15:41:56
73371404|4368.94|Regular|ShopYourWay.com|2017-05-11 16:05:05
73371404|4492.59|Sale|MarketPlace.com|2017-05-11 15:40:25
26314162|2706.18|Regular|VistaCart.com|2017-05-11 15:48:33
26314162|2790.75|Regular|ShopYourWay.com|2017-05-11 16:08:14
38010248|4071.54|Sale|VistaCart.com|2017-05-11 16:03:01
38010248|4030.42|Regular|ShopYourWay.com|2017-05-11 16:12:13
38010248|4400.56|Regular|MarketPlace.com|2017-05-11 16:07:38
38010248|4194.92|Daily|RealValue|2017-05-11 16:05:04
75085855|184.01|Daily|VistaCart.com|2017-05-11 16:08:51
75085855|200.41|Special|ShopYourWay.com|2017-05-11 15:52:02
75085855|185.83|Sale|MarketPlace.com|2017-05-11 15:47:52
85822336|2338.25|Special|VistaCart.com|2017-05-11 15:43:26
16712603|4347.36|Regular|VistaCart.com|2017-05-11 15:50:52
16712603|3904.57|Regular|ShopYourWay.com|2017-05-11 15:51:43
16712603|4307.10|Sale|MarketPlace.com|2017-05-11 15:38:15
37881001|769.12|Regular|VistaCart.com|2017-05-11 15:55:40
37881001|769.12|Regular|ShopYourWay.com|2017-05-11 15:41:36
42326540|1015.55|Daily|VistaCart.com|2017-05-11 15:40:02
15506465|3740.68|Regular|VistaCart.com|2017-05-11 16:09:55
15506465|3332.61|Special|ShopYourWay.com|2017-05-11 15:49:21
30764587|4167.93|Regular|VistaCart.com|2017-05-11 16:08:42
30764587|4336.33|Special|ShopYourWay.com|2017-05-11 16:07:01
88182387|1033.65|Daily|VistaCart.com|2017-05-11 15:54:10
22811287|4706.53|Regular|VistaCart.com|2017-05-11 16:11:43
42727107|3640.98|Regular|VistaCart.com|2017-05-11 15:43:00
43548287|2376.47|Daily|VistaCart.com|2017-05-11 16:08:03
43548287|2492.96|Special|ShopYourWay.com|2017-05-11 16:02:57
43548287|2562.86|Special|MarketPlace.com|2017-05-11 15:46:26
43548287|2329.87|Regular|RealValue|2017-05-11 16:03:49
68535535|1806.95|Sale|VistaCart.com|2017-05-11 16:01:43
68535535|1702.70|Regular|ShopYourWay.com|2017-05-11 16:11:49
22403510|2044.56|Sale|VistaCart.com|2017-05-11 15:39:22
22403510|2083.88|Special|ShopYourWay.com|2017-05-11 15:59:55
53615446|3544.90|Regular|VistaCart.com|2017-05-11 15:50:23
18617763|1907.53|Sale|VistaCart.com|2017-05-11 16:10:44
18617763|2141.11|Sale|ShopYourWay.com|2017-05-11 15:59:38
63731606|4501.13|Regular|VistaCart.com|2017-05-11 15:42:54
63731606|4683.00|Regular|ShopYourWay.com|2017-05-11 15:37:37
63731606|5001.26|Sale|MarketPlace.com|2017-05-11 15:53:32
44774863|1941.83|Special|VistaCart.com|2017-05-11 16:10:56
44774863|1778.49|Sale|ShopYourWay.com|2017-05-11 15:58:27
44774863|1887.38|Regular|MarketPlace.com|2017-05-11 16:04:41
15230260|4349.44|Sale|VistaCart.com|2017-05-11 16:02:55
60080256|3507.51|Regular|VistaCart.com|2017-05-11 15:45:34
48457757|2916.96|Regular|VistaCart.com|2017-05-11 15:39:33
48457757|2858.03|Regular|ShopYourWay.com|2017-05-11 15:44:42
48457757|2887.49|Daily|MarketPlace.com|2017-05-11 15:51:06
67377068|253.28|Regular|VistaCart.com|2017-05-11 15:36:17
67377068|250.75|Special|ShopYourWay.com|2017-05-11 15:55:20
67377068|278.61|Special|MarketPlace.com|2017-05-11 15:51:17
67377068|265.94|Special|RealValue|2017-05-11 16:06:41
10776874|1374.83|Regular|VistaCart.com|2017-05-11 16:04:12
10776874|1529.15|Daily|ShopYourWay.com|2017-05-11 15:37:11
10776874|1473.03|Daily|MarketPlace.com|2017-05-11 15:49:46
36231124|1412.17|Regular|VistaCart.com|2017-05-11 15:42:05
36231124|1303.55|Daily|ShopYourWay.com|2017-05-11 16:02:33
36874071|1637.17|Daily|VistaCart.com|2017-05-11 15:51:17
36874071|1667.78|Regular|ShopYourWay.com|2017-05-11 15:59:12
21066334|4185.54|Regular|VistaCart.com|2017-05-11 15:51:25
72160451|1188.63|Regular|VistaCart.com|2017-05-11 15:48:49
72160451|1320.70|Sale|ShopYourWay.com|2017-05-11 16:06:26
72160451|1320.70|Regular|MarketPlace.com|2017-05-11 15:55:58
64444872|73.03|Daily|VistaCart.com|2017-05-11 15:53:03
64444872|76.61|Regular|ShopYourWay.com|2017-05-11 15:37:25
64444872|75.90|Sale|MarketPlace.com|2017-05-11 16:07:50
54206221|2680.44|Sale|VistaCart.com|2017-05-11 15:38:06
58420322|3473.46|Regular|VistaCart.com|2017-05-11 15:40:56
58420322|3863.34|Regular|ShopYourWay.com|2017-05-11 16:04:58
58420322|3615.24|Regular|MarketPlace.com|2017-05-11 16:05:41
58420322|3863.34|Regular|RealValue|2017-05-11 15:43:25
58420322|3686.12|Special|Gypsy|2017-05-11 16:06:22
62664426|2086.89|Regular|VistaCart.com|2017-05-11 15:58:59
73868140|434.59|Daily|VistaCart.com|2017-05-11 15:52:58
73868140|422.29|Regular|ShopYourWay.com|2017-05-11 16:05:33
85240424|2875.78|Regular|VistaCart.com|2017-05-11 16:05:46
22320643|657.32|Regular|VistaCart.com|2017-05-11 16:06:06
57048751|2775.38|Regular|VistaCart.com|2017-05-11 16:11:06
11534382|4798.41|Regular|VistaCart.com|2017-05-11 15:43:21
70814808|778.59|Regular|VistaCart.com|2017-05-11 15:59:51
70814808|827.25|Daily|ShopYourWay.com|2017-05-11 15:38:39
70814808|835.36|Daily|MarketPlace.com|2017-05-11 16:01:16
70814808|827.25|Regular|RealValue|2017-05-11 15:39:41
30043670|1232.10|Regular|VistaCart.com|2017-05-11 16:07:38
30043670|1243.84|Daily|ShopYourWay.com|2017-05-11 15:49:25
30043670|1232.10|Sale|MarketPlace.com|2017-05-11 15:47:47
35461635|2356.21|Regular|VistaCart.com|2017-05-11 16:08:20
47004433|1792.84|Daily|VistaCart.com|2017-05-11 16:06:49
47004433|1915.88|Regular|ShopYourWay.com|2017-05-11 15:44:01
41776273|4267.84|Daily|VistaCart.com|2017-05-11 15:50:20
41776273|4355.84|Sale|ShopYourWay.com|2017-05-11 15:41:13
41776273|4751.83|Regular|MarketPlace.com|2017-05-11 15:40:10
41776273|4487.84|Special|RealValue|2017-05-11 15:46:25
41776273|4531.84|Sale|Gypsy|2017-05-11 15:48:58
66383080|1236.79|Special|VistaCart.com|2017-05-11 15:37:58
66383080|1261.04|Special|ShopYourWay.com|2017-05-11 15:38:49
34622685|5291.84|Regular|VistaCart.com|2017-05-11 16:00:14
34622685|5341.76|Regular|ShopYourWay.com|2017-05-11 15:40:33
34622685|5191.99|Regular|MarketPlace.com|2017-05-11 16:00:56
43566044|2654.97|Regular|VistaCart.com|2017-05-11 15:37:47
43566044|2477.97|Regular|ShopYourWay.com|2017-05-11 15:56:58
43566044|2730.82|Daily|MarketPlace.com|2017-05-11 15:54:28
87434773|2792.71|Daily|VistaCart.com|2017-05-11 16:05:20
87434773|2688.31|Sale|ShopYourWay.com|2017-05-11 16:04:02
56444648|1056.50|Sale|VistaCart.com|2017-05-11 16:09:51
56444648|1118.64|Sale|ShopYourWay.com|2017-05-11 16:10:46
11022000|753.73|Regular|VistaCart.com|2017-05-11 15:54:41
11022000|740.03|Daily|ShopYourWay.com|2017-05-11 16:00:50
11022000|705.77|Regular|MarketPlace.com|2017-05-11 15:51:32
48557106|1572.52|Regular|VistaCart.com|2017-05-11 15:39:31
48557106|1604.28|Sale|ShopYourWay.com|2017-05-11 16:01:53
48557106|1731.36|Special|MarketPlace.com|2017-05-11 15:51:03
48557106|1715.47|Special|RealValue|2017-05-11 15:45:04
48557106|1604.28|Sale|Gypsy|2017-05-11 16:10:02
52880288|3406.21|Special|VistaCart.com|2017-05-11 15:43:43
52880288|3862.72|Sale|ShopYourWay.com|2017-05-11 15:44:39
51127430|4568.22|Regular|VistaCart.com|2017-05-11 16:11:41
51127430|4443.64|Regular|ShopYourWay.com|2017-05-11 15:39:23
51127430|4152.93|Regular|MarketPlace.com|2017-05-11 15:49:26
47430047|779.21|Sale|VistaCart.com|2017-05-11 16:06:53
16434164|4328.56|Regular|VistaCart.com|2017-05-11 16:11:33
16434164|4457.13|Daily|ShopYourWay.com|2017-05-11 16:03:51
11547613|1283.41|Special|VistaCart.com|2017-05-11 15:45:59
17411242|14.98|Regular|VistaCart.com|2017-05-11 16:09:41
17411242|15.70|Regular|ShopYourWay.com|2017-05-11 16:02:19
17411242|13.70|Special|MarketPlace.com|2017-05-11 16:09:07
74750412|2715.39|Regular|VistaCart.com|2017-05-11 15:42:02
74750412|2615.74|Regular|ShopYourWay.com|2017-05-11 15:55:13
74750412|2590.83|Regular|MarketPlace.com|2017-05-11 15:45:32
74750412|2665.56|Regular|RealValue|2017-05-11 15:48:38
74750412|2416.44|Special|Gypsy|2017-05-11 15:54:58
65775747|4110.98|Daily|VistaCart.com|2017-05-11 16:09:19
65775747|4032.68|Regular|ShopYourWay.com|2017-05-11 15:59:11
28577865|2377.70|Daily|VistaCart.com|2017-05-11 15:45:38
27850012|1974.22|Special|VistaCart.com|2017-05-11 15:38:51
27850012|1974.22|Special|ShopYourWay.com|2017-05-11 15:40:06
56172006|2925.52|Daily|VistaCart.com|2017-05-11 15:45:11
56172006|3108.37|Special|ShopYourWay.com|2017-05-11 15:42:04
46022437|537.69|Daily|VistaCart.com|2017-05-11 15:42:27
46022437|548.13|Special|ShopYourWay.com|2017-05-11 16:10:34
46022437|569.01|Special|MarketPlace.com|2017-05-11 15:53:44
46022437|511.59|Special|RealValue|2017-05-11 16:01:58
46022437|563.79|Regular|Gypsy|2017-05-11 15:49:44
88024227|2333.42|Special|VistaCart.com|2017-05-11 15:37:27
88024227|2290.20|Daily|ShopYourWay.com|2017-05-11 15:50:31
88024227|2355.02|Daily|MarketPlace.com|2017-05-11 15:58:01
75678470|2657.74|Regular|VistaCart.com|2017-05-11 15:41:06
58354354|1784.10|Special|VistaCart.com|2017-05-11 15:52:52
24686041|2221.10|Special|VistaCart.com|2017-05-11 15:44:40
24686041|2198.67|Regular|ShopYourWay.com|2017-05-11 15:47:35
24686041|2378.15|Sale|MarketPlace.com|2017-05-11 15:44:05
24686041|2243.54|Sale|RealValue|2017-05-11 16:02:20
45822834|3912.88|Regular|VistaCart.com|2017-05-11 15:58:57
45822834|4265.04|Regular|ShopYourWay.com|2017-05-11 15:57:02
53538788|817.64|Special|VistaCart.com|2017-05-11 15:49:21
53538788|842.93|Special|ShopYourWay.com|2017-05-11 15:59:09
30515153|133.69|Regular|VistaCart.com|2017-05-11 16:03:02
