ProductId|category|subcategory|procuredValue|minMargin|maxMargin|SellerID|lastModified
17737758|119|1191092|3691.72|9.18|13.90|9001|2017-05-02 16:11:30
10714568|168|1681978|4907.08|13.85|22.36|9017|2017-05-08 15:55:47
13841017|160|1601606|4666.31|12.06|26.67|9010|2017-05-08 15:37:07
55113807|184|1841542|1959.39|7.90|22.31|9023|2017-05-04 16:01:46
55648872|108|1081411|3018.79|19.83|40.32|9027|2017-05-02 15:47:21
76335217|158|1581055|4803.43|7.77|32.15|9019|2017-05-05 16:08:18
82255180|158|1581418|4802.54|0.58|20.82|9014|2017-05-02 16:05:49
21120383|159|1591157|665.46|15.90|30.27|9023|2017-05-02 15:39:57
48770636|122|1221032|3336.93|15.90|38.76|9011|2017-05-05 16:08:15
45570667|131|1311402|4114.17|9.50|33.16|9007|2017-04-28 16:08:17
20884547|148|1481191|2352.87|13.99|14.65|9008|2017-04-29 15:45:07
10624527|123|1231153|603.31|16.30|30.62|9022|2017-05-10 16:09:06
43284041|139|1391388|3881.95|16.55|39.41|9002|2017-05-05 15:47:29
63328722|141|1411617|1049.17|8.10|21.72|9030|2017-05-08 15:36:07
60278444|126|1261427|2313.58|16.50|36.13|9012|2017-05-05 15:55:26
53502747|152|1521133|663.16|6.59|25.67|9029|2017-05-01 16:10:50
67253666|157|1571408|3385.71|9.27|30.09|9007|2017-05-01 15:36:16
33573368|125|1251695|304.11|13.22|34.00|9005|2017-05-10 15:41:18
76372214|120|1201405|1480.12|7.68|23.18|9027|2017-05-11 15:39:32
14103458|193|1931642|857.78|19.38|41.74|9004|2017-05-08 15:49:13
41066064|183|1831327|4723.93|18.15|40.04|9004|2017-04-27 15:45:11
37756625|119|1191890|673.80|21.93|33.94|9030|2017-05-04 15:43:13
48857021|117|1171065|1272.53|11.80|27.27|9017|2017-05-06 16:11:27
33458337|116|1161270|3055.26|1.42|17.93|9023|2017-05-10 15:48:26
53136884|142|1421774|1182.96|24.90|29.15|9011|2017-05-08 15:59:10
35778305|166|1661875|1691.61|6.47|25.72|9017|2017-05-05 15:44:59
22307681|128|1281748|354.17|20.81|23.94|9020|2017-05-06 15:37:20
37742015|156|1561415|819.85|23.06|27.01|9011|2017-05-07 15:46:41
52140256|154|1541080|685.65|17.75|36.06|9014|2017-05-09 16:11:28
62015723|141|1411894|1686.68|24.73|40.66|9024|2017-05-06 15:57:44
55040368|116|1161131|417.95|10.57|26.36|9011|2017-04-30 15:39:45
68511548|112|1121555|539.92|24.32|28.07|9025|2017-05-08 16:02:24
74201118|173|1731736|298.52|4.13|22.05|9010|2017-04-30 16:00:52
74605632|174|1741340|201.98|6.46|24.48|9010|2017-05-05 16:09:52
30381867|113|1131194|3948.63|6.96|8.18|9030|2017-05-10 15:53:01
78772831|169|1691642|4152.09|18.09|35.85|9001|2017-05-09 15:55:36
42213836|173|1731199|4479.66|7.50|22.34|9009|2017-04-27 15:44:24
54876716|159|1591374|4674.79|1.01|7.24|9019|2017-05-10 15:43:59
12301613|184|1841300|861.11|22.41|45.07|9014|2017-05-08 15:53:06
22776374|177|1771100|806.66|2.56|6.26|9025|2017-05-11 15:43:40
60402027|163|1631641|1821.07|2.93|9.29|9010|2017-04-29 16:08:14
87158874|127|1271870|4644.74|9.69|23.89|9007|2017-05-09 15:57:44
33318033|135|1351349|1660.93|13.70|28.61|9015|2017-05-06 15:49:15
11182751|150|1501624|761.78|9.79|31.92|9026|2017-05-07 16:02:57
14585484|195|1951946|1489.09|4.23|6.37|9022|2017-05-11 15:58:11
44081135|118|1181064|1525.87|19.37|43.96|9018|2017-05-06 15:35:36
88511284|132|1321667|3177.24|4.24|18.31|9027|2017-05-07 15:48:03
20350837|160|1601748|4642.55|10.34|15.76|9025|2017-05-01 15:57:00
50314762|183|1831114|2173.27|22.77|43.55|9024|2017-04-27 15:59:31
77457500|121|1211915|3155.15|2.25|13.94|9027|2017-05-09 15:58:01
87032814|167|1671617|3977.67|17.84|26.85|9020|2017-04-27 15:51:53
37603032|185|1851811|4956.06|4.43|19.38|9028|2017-04-29 16:03:41
60243743|162|1621347|3116.41|24.98|39.06|9019|2017-05-05 15:58:38
82063120|143|1431253|4913.54|1.22|15.98|9018|2017-04-28 15:41:25
17814462|191|1911039|290.44|11.80|29.78|9022|2017-05-05 16:02:13
36622383|100|1001676|4414.55|8.97|16.41|9028|2017-05-11 16:12:09
16435462|156|1561408|3717.79|21.15|28.21|9012|2017-05-10 16:05:36
31620582|160|1601255|3204.44|4.60|25.87|9013|2017-04-29 15:54:33
36202615|125|1251400|4631.05|24.35|29.50|9029|2017-05-02 15:53:06
53173813|144|1441158|2186.15|21.45|44.06|9030|2017-04-28 16:11:38
46111164|123|1231394|276.55|23.53|38.69|9019|2017-05-05 15:53:14
30708413|139|1391901|2470.26|4.05|12.51|9015|2017-05-04 16:06:35
55016636|102|1021106|3359.54|15.63|34.01|9002|2017-04-30 15:40:09
70068412|100|1001739|4666.50|6.39|14.20|9022|2017-05-03 15:48:35
70458357|163|1631793|673.69|15.81|32.13|9005|2017-05-05 16:03:06
18673860|123|1231431|3729.38|0.22|10.13|9018|2017-05-05 15:43:23
74808343|175|1751601|1078.25|7.24|9.04|9011|2017-05-06 16:09:34
80224334|138|1381745|1744.12|7.50|17.33|9021|2017-05-05 15:49:14
76035366|120|1201732|178.95|4.79|19.55|9020|2017-05-07 16:09:27
12614857|196|1961800|823.81|21.57|38.12|9012|2017-05-03 16:04:41
73371404|118|1181923|4121.64|12.83|26.88|9022|2017-05-05 15:35:53
26314162|182|1821665|2818.94|14.81|30.57|9029|2017-04-28 15:41:39
38010248|146|1461437|4112.67|2.68|13.19|9003|2017-05-09 15:51:13
75085855|185|1851574|182.19|3.14|16.34|9022|2017-05-05 16:11:54
85822336|152|1521986|2385.97|1.53|17.85|9016|2017-05-09 16:11:02
16712603|126|1261865|4025.33|8.89|22.27|9027|2017-04-30 15:55:03
37881001|112|1121420|792.91|15.51|24.34|9017|2017-05-02 15:37:42
42326540|166|1661510|923.23|9.26|27.11|9029|2017-04-27 15:48:31
15506465|124|1241331|3400.62|21.90|29.58|9021|2017-05-01 15:55:30
30764587|194|1941384|4210.03|16.45|32.44|9018|2017-04-28 15:46:45
88182387|115|1151497|1054.74|14.27|31.14|9011|2017-05-06 15:52:59
54447278|115|1151470|4551.41|1.34|7.57|9018|2017-04-30 16:08:05
22811287|149|1491142|4852.09|11.85|16.16|9015|2017-04-28 15:54:18
73460161|166|1661985|2219.92|15.89|24.82|9029|2017-04-28 15:37:03
42727107|179|1791594|3640.98|15.93|21.82|9027|2017-05-06 15:41:08
43548287|138|1381102|2329.87|24.97|43.56|9028|2017-04-27 15:46:37
68535535|107|1071219|1737.45|4.30|12.74|9016|2017-05-02 15:39:22
22403510|105|1051051|1965.92|3.70|26.89|9020|2017-05-08 15:41:06
61830073|108|1081393|3932.95|0.97|17.33|9019|2017-05-09 15:48:00
53615446|142|1421013|3654.54|18.64|27.86|9004|2017-05-02 16:08:21
18617763|185|1851092|1946.46|9.50|27.48|9011|2017-05-08 16:09:58
63731606|141|1411286|4546.60|23.30|24.88|9003|2017-05-08 16:05:47
44774863|151|1511145|1814.79|18.05|18.67|9009|2017-05-05 16:03:25
56528857|156|1561910|399.30|5.62|18.08|9006|2017-04-29 15:41:48
15230260|118|1181805|4349.44|12.75|25.79|9005|2017-05-06 15:52:28
60080256|132|1321583|3438.74|16.35|36.68|9007|2017-04-27 16:08:13
48457757|158|1581468|2946.42|24.39|31.60|9014|2017-05-08 16:12:12
67377068|180|1801403|253.28|19.25|30.01|9022|2017-05-09 16:08:06
10776874|165|1651827|1402.89|20.94|42.29|9003|2017-05-01 15:55:03
22823276|132|1321705|4391.97|7.70|19.57|9004|2017-05-06 15:50:22
36231124|133|1331732|1357.86|7.82|22.26|9004|2017-05-04 16:01:50
36874071|135|1351834|1530.07|7.26|9.08|9015|2017-05-10 15:37:04
21066334|140|1401307|3875.50|22.29|33.43|9018|2017-04-30 16:04:06
72160451|179|1791757|1200.64|4.67|10.30|9029|2017-04-30 15:35:56
64444872|155|1551501|71.60|7.93|24.34|9007|2017-05-01 16:09:55
54206221|167|1671717|2792.12|10.44|33.01|9012|2017-05-08 15:48:16
58420322|167|1671288|3544.35|17.07|28.50|9028|2017-05-05 16:07:17
62664426|113|1131673|1968.76|3.78|14.02|9030|2017-04-27 15:42:48
73868140|132|1321735|409.99|24.43|28.13|9010|2017-05-08 16:05:15
85240424|169|1691892|2904.83|16.99|39.24|9003|2017-04-30 15:36:38
22320643|119|1191673|614.32|6.54|23.93|9027|2017-04-28 16:03:51
57048751|169|1691186|2832.02|3.21|7.60|9010|2017-05-03 15:45:02
11534382|118|1181802|4750.90|20.95|33.63|9020|2017-05-06 15:45:49
70814808|120|1201716|811.03|4.88|15.88|9029|2017-05-03 15:43:32
30043670|139|1391572|1173.43|18.69|19.42|9023|2017-04-27 15:59:10
35461635|175|1751961|2356.21|17.43|26.78|9002|2017-04-30 15:45:41
47004433|108|1081966|1757.69|1.35|18.86|9010|2017-04-30 15:42:25
41776273|153|1531060|4399.84|1.37|20.19|9001|2017-05-10 16:09:20
66383080|141|1411278|1212.54|2.89|16.46|9028|2017-05-10 15:59:42
34622685|194|1941719|4992.30|7.00|15.03|9006|2017-05-06 15:57:39
43566044|106|1061829|2528.54|4.39|10.56|9011|2017-05-08 15:46:38
23483456|148|1481013|4333.15|10.51|17.17|9010|2017-04-27 15:54:02
87434773|187|1871397|2610.01|15.02|37.76|9010|2017-05-05 16:02:33
56444648|128|1281348|1035.78|20.43|24.99|9008|2017-05-09 15:43:33
11022000|193|1931258|685.21|4.93|23.30|9014|2017-04-27 16:05:23
48557106|144|1441616|1588.40|12.58|16.24|9015|2017-05-09 16:00:30
32584220|166|1661715|3010.05|16.42|32.04|9001|2017-05-06 16:04:00
52880288|148|1481096|3511.56|22.33|31.40|9018|2017-05-02 16:10:46
51127430|147|1471568|4152.93|1.69|2.78|9017|2017-05-05 16:02:03
88847175|164|1641977|1778.05|22.07|22.13|9008|2017-05-06 15:51:17
47430047|179|1791086|708.37|23.38|26.65|9016|2017-04-29 15:50:13
16434164|116|1161014|4285.70|2.17|11.74|9025|2017-05-07 16:11:07
11547613|165|1651242|1270.70|12.77|22.74|9002|2017-05-06 15:54:56
17411242|141|1411510|14.27|4.24|9.79|9021|2017-04-30 16:04:19
54400512|139|1391121|2499.27|18.74|30.28|9023|2017-05-08 16:11:21
74750412|180|1801886|2491.18|21.13|28.08|9022|2017-05-06 16:02:16
65775747|152|1521116|3915.22|15.29|39.17|9004|2017-05-04 15:53:08
28577865|181|1811990|2201.57|19.75|31.84|9007|2017-04-30 15:44:47
27850012|108|1081627|1935.51|24.06|45.73|9019|2017-05-10 16:10:12
56172006|147|1471864|3047.42|10.47|25.62|9005|2017-05-04 16:07:20
46022437|162|1621925|522.03|4.96|27.88|9001|2017-05-08 15:54:40
88024227|172|1721470|2160.57|15.65|19.49|9002|2017-05-08 15:57:57
75678470|142|1421646|2605.63|4.17|26.54|9004|2017-05-04 15:42:10
58354354|105|1051054|1651.94|9.05|24.71|9022|2017-04-28 15:49:57
24686041|139|1391205|2243.54|15.18|20.91|9018|2017-05-11 16:09:05
45822834|187|1871927|3912.88|11.44|21.00|9017|2017-05-07 15:38:46
53538788|174|1741551|842.93|11.19|28.69|9015|2017-05-04 15:47:38
30515153|148|1481210|127.32|19.61|24.80|9027|2017-05-11 15:43:18
48841505|173|1731899|996.82|23.08|38.38|9029|2017-05-11 15:45:33
60710314|192|1921887|4790.18|14.06|33.85|9021|2017-05-04 15:47:49
11805707|162|1621011|4746.10|21.91|41.70|9026|2017-05-07 16:01:19
60476304|153|1531671|2417.74|23.30|34.22|9014|2017-05-11 16:02:42
26142560|100|1001620|3822.42|7.16|11.62|9016|2017-04-30 15:55:56
23158614|129|1291978|2769.59|11.49|28.84|9011|2017-04-27 15:46:58
20511715|198|1981684|1513.73|6.18|10.16|9009|2017-05-05 15:51:33
86247763|165|1651485|1847.00|20.02|40.77|9002|2017-05-03 15:37:57
61652681|150|1501264|3801.17|7.48|8.70|9028|2017-05-01 15:45:55
71730538|145|1451679|583.27|16.05|36.21|9019|2017-05-04 15:37:26
54010676|193|1931268|2872.93|9.05|24.13|9024|2017-05-06 15:43:56
46485367|137|1371624|4473.21|8.09|18.29|9013|2017-05-07 15:52:18
47076158|174|1741717|3756.99|24.82|31.96|9026|2017-04-27 16:09:28
53766446|168|1681200|4701.64|5.25|15.10|9017|2017-05-11 15:50:00
84030766|162|1621035|3817.25|11.86|18.30|9027|2017-04-27 15:36:29
40356728|175|1751937|1505.42|5.37|24.03|9012|2017-05-06 15:41:16
17323840|112|1121614|111.66|5.26|7.13|9005|2017-04-29 15:40:22
74353470|149|1491664|4247.79|15.19|33.91|9002|2017-05-02 15:39:03
32421267|186|1861195|2959.60|5.66|21.10|9016|2017-05-09 15:55:50
52032374|189|1891342|783.68|21.34|32.10|9026|2017-05-03 15:40:20
63243211|115|1151528|551.38|15.44|26.38|9022|2017-04-27 15:37:38
65011655|170|1701386|3264.86|4.48|25.01|9022|2017-05-09 15:44:52
40344750|130|1301350|3553.08|16.60|41.16|9007|2017-05-04 15:57:47
26180826|104|1041483|3266.09|13.87|16.81|9027|2017-05-03 15:37:23
58788610|149|1491685|615.09|22.00|41.65|9029|2017-05-06 16:00:57
55853840|196|1961171|4528.72|24.47|42.26|9023|2017-05-01 16:03:32
22272421|111|1111962|2635.98|14.28|39.10|9029|2017-05-09 15:52:30
23343140|172|1721870|315.47|7.70|24.41|9008|2017-05-10 16:10:12
53880140|157|1571145|921.02|21.29|32.34|9029|2017-04-27 16:00:05
28400275|144|1441170|4274.87|5.57|20.66|9013|2017-04-29 15:52:43
51001420|131|1311118|1816.62|13.86|37.89|9003|2017-05-07 16:02:24
41110711|134|1341142|1332.67|12.12|25.26|9002|2017-04-27 16:12:08
53202870|146|1461479|3510.65|21.97|39.37|9028|2017-04-29 15:55:43
33013374|186|1861885|4791.84|23.40|36.64|9030|2017-04-27 16:08:48
81647848|117|1171972|1929.77|22.52|45.52|9025|2017-05-11 15:49:16
18646244|181|1811852|3945.11|4.25|21.80|9026|2017-05-10 15:57:03
61536304|134|1341368|2708.17|14.01|19.78|9012|2017-04-27 15:41:13
52352758|147|1471433|822.13|18.14|22.60|9018|2017-05-03 16:09:36
50757122|168|1681039|168.15|9.03|28.06|9008|2017-05-03 15:52:13
43225674|162|1621755|526.27|15.83|26.07|9020|2017-04-27 15:39:06
73022512|173|1731974|2968.78|12.75|28.62|9013|2017-05-11 16:09:37
25250582|119|1191191|1107.80|5.51|23.02|9007|2017-04-28 15:39:49
85328175|188|1881038|2321.20|13.62|25.96|9029|2017-05-02 15:57:51
28155584|191|1911213|295.54|1.40|13.20|9009|2017-05-08 15:40:49
65274016|191|1911817|3420.40|21.08|31.06|9016|2017-05-09 16:06:25
65150612|120|1201435|3219.00|13.37|18.85|9030|2017-05-09 16:04:33
68738245|102|1021249|4437.45|16.56|30.22|9005|2017-05-01 16:09:59
31187375|156|1561909|627.72|23.08|29.84|9025|2017-05-01 16:00:32
32248661|126|1261760|1191.55|6.09|9.97|9019|2017-04-28 16:01:21
61327764|135|1351476|3012.29|3.81|15.15|9005|2017-04-30 15:52:09
57322065|130|1301278|2568.09|21.22|24.66|9023|2017-04-29 15:50:34
65672437|112|1121615|4487.69|12.86|13.55|9030|2017-05-06 15:36:25
78017224|195|1951980|3161.39|14.57|39.22|9005|2017-05-09 15:42:49
47287245|119|1191253|4679.43|22.33|35.40|9017|2017-05-01 16:04:43
87444141|129|1291819|1246.03|6.62|7.76|9028|2017-05-08 15:53:33
35100748|182|1821250|3097.96|17.19|36.48|9030|2017-05-05 15:38:50
44807428|106|1061178|3468.88|3.59|15.44|9006|2017-04-27 15:45:52
16010876|176|1761180|3368.05|2.37|18.95|9017|2017-05-02 16:10:15
15232862|138|1381417|1008.27|15.56|32.46|9023|2017-05-07 15:39:04
54543066|154|1541991|4045.65|14.59|22.61|9029|2017-05-03 15:41:40
58041167|145|1451907|1973.73|13.58|29.67|9011|2017-05-08 16:09:08
30614882|162|1621421|4782.28|20.93|25.33|9013|2017-05-04 15:46:52
24133110|140|1401315|2578.98|16.86|18.26|9002|2017-05-09 15:53:01
67353018|134|1341621|40.12|2.23|4.75|9016|2017-05-07 15:43:07
64743403|167|1671809|1875.20|11.72|17.34|9016|2017-05-06 15:51:27
33773853|186|1861554|4.55|24.10|37.26|9014|2017-05-05 15:47:34
45033377|139|1391356|296.34|15.00|24.60|9021|2017-05-01 16:10:13
23543625|121|1211715|2443.82|19.26|32.83|9021|2017-05-02 15:38:43
25052754|121|1211520|2863.11|8.25|23.44|9018|2017-04-30 15:37:40
38431277|195|1951880|4018.81|19.36|20.47|9006|2017-05-07 16:00:12
15568701|140|1401421|4988.47|1.09|24.67|9024|2017-04-28 16:08:29
17148732|183|1831715|1516.22|15.69|21.15|9022|2017-05-10 15:51:42
32716568|193|1931413|4501.12|21.93|35.72|9006|2017-04-27 15:49:07
28042833|191|1911395|3061.12|15.48|20.44|9010|2017-05-09 16:01:17
46641323|195|1951184|1781.91|22.55|37.90|9009|2017-04-27 16:01:25
41078078|180|1801211|2034.14|8.57|27.29|9013|2017-05-04 15:54:04
43081343|144|1441752|3023.54|19.11|21.77|9017|2017-05-10 16:01:24
30765831|156|1561619|3975.32|5.21|27.95|9002|2017-04-27 16:01:04
75155368|152|1521946|1260.89|17.75|39.00|9026|2017-05-06 15:58:06
10545211|112|1121166|3582.09|18.96|40.44|9030|2017-04-27 15:36:46
73308135|150|1501632|3364.57|23.10|31.00|9028|2017-05-08 15:58:30
62801364|131|1311243|3209.24|5.53|25.85|9021|2017-05-10 15:40:34
72248178|124|1241040|2986.21|18.71|39.50|9019|2017-05-04 16:06:04
26760121|186|1861069|4341.89|2.36|21.66|9025|2017-05-04 15:58:28
83676040|116|1161980|2033.08|12.08|15.22|9028|2017-05-03 16:04:16
46514301|191|1911613|3951.61|20.52|40.50|9011|2017-05-08 15:49:53
72022714|157|1571698|3629.80|17.65|32.31|9011|2017-04-29 15:51:55
65388035|114|1141263|653.59|22.60|32.97|9018|2017-04-30 16:06:52
15217220|144|1441081|395.97|19.47|30.79|9004|2017-05-04 15:56:05
62116416|125|1251790|2179.84|22.68|37.10|9020|2017-05-11 15:49:16
53428271|163|1631460|2884.29|22.92|26.87|9020|2017-04-28 16:06:25
40772877|134|1341976|1968.18|24.57|41.15|9008|2017-05-07 15:46:35
51224510|166|1661468|2039.64|20.61|37.40|9009|2017-04-29 16:12:11
67100007|147|1471949|1066.07|9.52|17.63|9018|2017-04-30 15:45:46
53700685|114|1141032|3866.53|21.37|31.50|9002|2017-05-02 16:00:14
72010743|176|1761729|2067.43|9.46|11.02|9010|2017-05-11 15:38:39
56732568|195|1951627|2142.04|8.88|27.46|9007|2017-05-07 15:55:04
24532861|185|1851495|3271.43|9.07|30.78|9024|2017-05-02 15:40:22
47304313|186|1861124|949.65|17.33|36.09|9023|2017-04-27 15:49:47
14356451|196|1961014|2587.49|7.21|11.30|9009|2017-04-30 15:59:12
83611576|138|1381772|1206.30|7.63|31.10|9004|2017-05-06 15:38:36
25870814|150|1501251|2148.22|4.82|6.96|9001|2017-05-07 16:07:13
87760840|189|1891081|1830.64|8.12|11.54|9030|2017-05-09 15:59:48
70758282|165|1651245|3950.03|0.32|19.35|9023|2017-05-05 15:51:45
12661106|173|1731991|82.59|6.96|20.45|9023|2017-05-08 15:37:49
54671333|132|1321652|764.71|3.39|16.48|9016|2017-05-07 16:01:39
87710582|159|1591148|2168.42|7.81|23.27|9027|2017-05-02 16:10:01
33766733|158|1581130|1778.56|5.19|28.84|9020|2017-04-30 16:06:36
37665288|168|1681352|2935.83|6.26|7.10|9004|2017-04-28 16:03:18
76545065|133|1331758|1969.41|1.16|12.38|9028|2017-05-04 15:39:54
72876863|176|1761965|312.11|19.11|29.01|9009|2017-05-07 15:58:24
14778807|187|1871639|3757.42|12.42|37.17|9015|2017-05-02 16:06:35
54201436|173|1731970|4705.05|9.39|14.75|9012|2017-04-28 15:54:57
13367237|152|1521410|3419.52|19.48|38.11|9005|2017-05-02 16:07:47
66715817|171|1711333|1480.12|3.27|21.01|9027|2017-05-06 15:42:09
36480578|143|1431855|2676.77|0.44|16.15|9026|2017-04-28 15:43:51
61875841|169|1691820|4643.77|9.57|13.49|9011|2017-05-11 15:39:53
72041814|191|1911721|3612.47|22.30|28.75|9023|2017-05-09 15:37:42
36744777|179|1791488|247.42|9.75|30.27|9027|2017-05-01 16:02:58
75282425|104|1041951|1099.79|18.11|26.87|9019|2017-05-08 16:00:36
50547240|147|1471898|2731.09|15.74|24.85|9012|2017-05-08 15:43:52
42332438|118|1181486|3480.00|4.25|12.18|9006|2017-05-03 15:43:44
33525748|103|1031010|2352.09|0.77|9.74|9026|2017-05-08 15:53:44
86245057|116|1161567|1686.51|5.78|25.88|9030|2017-05-02 16:05:03
76643614|195|1951566|1099.77|10.71|20.66|9019|2017-05-11 15:49:17
44616677|157|1571936|3031.21|17.32|24.46|9022|2017-05-11 16:03:19
83082172|108|1081110|1641.50|16.06|30.18|9005|2017-05-06 15:43:03
46432887|102|1021783|4713.72|16.59|26.43|9009|2017-05-09 15:37:53
44615343|176|1761174|3139.97|19.22|20.31|9011|2017-05-09 16:05:40
88741605|161|1611568|3863.53|14.48|15.95|9028|2017-04-28 15:52:48
87722558|104|1041393|444.44|20.04|31.01|9004|2017-05-02 15:42:15
83016563|191|1911844|741.66|9.45|23.95|9001|2017-05-07 16:09:12
46327213|158|1581708|3606.58|1.39|14.89|9004|2017-05-02 15:39:35
48612460|137|1371577|1100.38|4.53|16.67|9026|2017-05-10 15:49:42
88477617|190|1901220|1777.57|7.28|19.87|9027|2017-04-29 16:03:38
62340613|170|1701624|1695.41|13.31|21.07|9014|2017-04-27 16:02:28
70505286|184|1841943|3883.07|23.37|37.29|9026|2017-05-02 15:55:04
41577033|154|1541659|2459.40|8.80|26.36|9013|2017-05-02 15:52:29
83574063|191|1911595|4572.80|12.36|32.37|9021|2017-04-27 15:44:03
17526630|185|1851753|2852.50|8.24|17.66|9022|2017-04-30 15:59:18
40885543|135|1351603|2536.27|17.29|30.63|9030|2017-05-03 15:54:24
42507813|146|1461675|2706.98|11.95|20.77|9006|2017-04-28 15:39:55
60007660|116|1161987|3546.93|2.50|24.31|9001|2017-05-02 15:36:59
60681278|128|1281095|1358.39|7.63|16.12|9016|2017-05-07 15:55:15
12204428|123|1231292|2434.24|2.77|17.41|9017|2017-05-07 15:57:04
13580806|154|1541854|3712.99|6.74|22.36|9001|2017-05-11 16:03:23
54022705|102|1021696|3425.61|24.81|46.02|9011|2017-05-02 16:05:38
67624445|188|1881095|3927.33|7.74|32.27|9005|2017-05-03 15:39:22
54051223|167|1671352|1993.28|1.02|14.43|9029|2017-05-08 15:45:20
12131080|145|1451876|3683.66|19.70|43.47|9025|2017-05-07 16:12:04
20017580|150|1501319|2980.67|10.74|18.18|9004|2017-05-03 15:56:10
